-0.00755401	0.0164359	-0.0445712	-0.0300435	0.0449502	-0.0172112	0.0171703	0.00584858	0.0210685	0.0480952	0.00446242	0.00408225	-0.0408489	0.00792504	-0.035355	-0.0434066	-0.0455656	-0.0180763	0.010867	0.0461869	0.0126142	-0.0298036	-0.0296814	0.038473	-0.042678	0.0216408	-0.00532157	0.0176891	-0.0202868	0.0368233	0.0154805	0.0293349
0.450748	0.483691	0.466368	-0.418644	-0.389865	0.383045	0.370656	0.417369	0.422151	0.389839	0.484596	-0.498405	0.34107	-0.546089	0.461945	-0.481028	-0.437768	-0.450193	-0.412522	-0.457363	-0.492819	-0.426767	0.477331	0.460543	0.408594	-0.483808	-0.471171	-0.496332	0.413021	0.409074	-0.49267	0.494212
0.485472	0.48462	0.422578	-0.407332	-0.407533	0.461628	0.455116	0.488936	0.43722	0.478537	0.388495	-0.464421	0.466051	-0.376842	0.437398	-0.428092	-0.442083	-0.378397	-0.477009	-0.469695	-0.391888	-0.366746	0.455691	0.381353	0.455236	-0.464383	-0.470298	-0.35543	0.450004	0.344865	-0.496656	0.345722
0.460233	0.324484	0.475864	-0.532044	-0.498649	0.511566	0.500433	0.425767	0.483917	0.509151	0.345681	-0.395881	0.410638	-0.537401	0.474412	-0.209596	-0.426277	-0.40238	-0.51187	-0.488103	-0.406359	-0.407505	0.499276	0.393226	0.472591	-0.439969	-0.483977	-0.379359	0.421717	0.426358	-0.425435	0.457522
0.495937	0.397315	0.428658	-0.4461	-0.492238	0.416309	0.448304	0.403311	0.399456	0.407808	0.504048	-0.419304	0.446341	-0.259925	0.446839	-0.450421	-0.416086	-0.438964	-0.430905	-0.407635	-0.392476	-0.515952	0.432452	0.333924	0.421158	-0.454405	-0.4764	-0.427818	0.482572	0.476695	-0.388711	0.4426
0.446169	0.415534	0.428547	-0.427166	-0.440506	0.404465	0.471226	0.448189	0.41542	0.330453	0.335833	-0.40416	0.410393	-0.363361	0.326979	-0.297161	-0.398758	-0.275829	-0.355704	-0.412896	-0.398527	-0.472689	0.34979	0.301514	0.343051	-0.407269	-0.388444	-0.341413	0.356389	0.347506	-0.42027	0.359461
0.404144	0.449034	0.467021	-0.440841	-0.375819	0.491798	0.416795	0.416771	0.411935	0.47147	0.438201	-0.376143	0.373639	-0.262339	0.376023	-0.435539	-0.481754	-0.445372	-0.478721	-0.357811	-0.433486	-0.533002	0.433953	0.463513	0.405429	-0.374479	-0.406671	-0.420413	0.406505	0.489382	-0.413939	0.454784
0.473903	0.469351	0.412533	-0.413279	-0.489003	0.458647	0.452437	0.465061	0.465444	0.379277	0.463709	-0.422453	0.43529	-0.399013	0.435695	-0.520711	-0.50048	-0.501478	-0.477217	-0.408803	-0.408758	-0.391994	0.359523	0.428481	0.408956	-0.488763	-0.415698	-0.393327	0.467885	0.391215	-0.472339	0.382431
0.419861	0.384442	0.50954	-0.50526	-0.4909	0.4536	0.403376	0.465575	0.467283	0.375559	0.421808	-0.391206	0.405632	-0.419363	0.411735	-0.452298	-0.465247	-0.408872	-0.463178	-0.381492	-0.396884	-0.324862	0.515891	0.372648	0.401624	-0.417439	-0.477889	-0.50153	0.431096	0.497165	-0.44096	0.360881
0.446846	0.498474	0.422149	-0.300255	-0.390406	0.521204	0.257805	0.446266	0.361529	0.43093	0.399386	-0.431196	0.480746	-0.270506	0.467597	-0.409372	-0.264431	-0.159678	-0.443184	-0.455148	-0.49753	-0.457754	0.467999	0.400732	0.462528	-0.401023	-0.409875	-0.392854	0.489653	0.431092	-0.456107	0.322311
0.472872	0.390114	0.439369	-0.336336	-0.404062	0.432154	0.414396	0.418382	0.33901	0.414304	0.448245	-0.409765	0.43756	-0.299226	0.44371	-0.294343	-0.404916	-0.235543	-0.409825	-0.421984	-0.423964	-0.47065	0.34574	0.422123	0.37894	-0.362926	-0.404642	-0.374841	0.366757	0.45212	-0.40434	0.465544
0.347062	0.391339	0.34045	-0.309917	-0.358428	0.474224	0.383738	0.445515	0.365598	0.316434	0.467919	-0.36528	0.406618	-0.124142	0.405989	-0.28631	-0.412999	-0.239768	-0.462795	-0.310209	-0.417787	-0.480964	0.173642	0.498814	0.387599	-0.300078	-0.27407	-0.428082	0.396373	0.401958	-0.44741	0.506989
0.413399	0.426956	0.466929	-0.402275	-0.378185	0.487549	0.469663	0.455178	0.414681	0.352509	0.5013	-0.418336	0.491017	-0.341599	0.382226	-0.433454	-0.412861	-0.482348	-0.440718	-0.424421	-0.367839	-0.393176	0.458118	0.403686	0.423724	-0.452056	-0.424257	-0.34553	0.478058	0.435277	-0.382098	0.319191
0.448404	0.453409	0.473949	-0.408361	-0.461557	0.423766	0.383934	0.455514	0.510013	0.399862	0.411155	-0.40039	0.365457	-0.447474	0.486249	-0.463178	-0.444344	-0.497756	-0.399067	-0.49323	-0.425433	-0.520487	0.455261	0.427887	0.352565	-0.498089	-0.423272	-0.388954	0.41137	0.502482	-0.478223	0.445704
0.43354	0.44717	0.406064	-0.496427	-0.474893	0.347558	0.390227	0.424588	0.435605	0.499177	0.41104	-0.494448	0.382365	-0.468337	0.437198	-0.539938	-0.385992	-0.337685	-0.407926	-0.454878	-0.501891	-0.458403	0.414062	0.405076	0.470899	-0.455084	-0.415724	-0.414835	0.412585	0.49158	-0.464509	0.418007
0.466155	0.329478	0.417974	-0.438606	-0.481143	0.373084	0.477416	0.464107	0.410396	0.398935	0.485347	-0.417454	0.401525	-0.470075	0.456418	-0.564061	-0.422798	-0.495103	-0.35416	-0.419239	-0.494774	-0.358694	0.47508	0.421147	0.507365	-0.431033	-0.482562	-0.465108	0.497501	0.489179	-0.492552	0.416762
0.44772	0.372192	0.496827	-0.376312	-0.508291	0.428483	0.406929	0.480938	0.411629	0.463288	0.395658	-0.38205	0.438024	-0.438198	0.410725	-0.408713	-0.514955	-0.369615	-0.432887	-0.357219	-0.467272	-0.495396	0.43821	0.439743	0.51051	-0.491511	-0.473841	-0.436513	0.457111	0.477433	-0.471462	0.486309
0.391219	0.464161	0.486259	-0.510655	-0.40381	0.386565	0.449641	0.447807	0.474811	0.414751	0.466382	-0.414212	0.380955	-0.447078	0.48814	-0.373006	-0.458331	-0.491271	-0.391419	-0.481438	-0.428363	-0.428803	0.395956	0.492021	0.463046	-0.408745	-0.441606	-0.435051	0.492777	0.391067	-0.47323	0.371002
0.469381	0.373207	0.415418	-0.368041	-0.392717	0.471392	0.371452	0.403369	0.467648	0.474221	0.354155	-0.470967	0.434792	-0.41928	0.377699	-0.420849	-0.492326	-0.483702	-0.459832	-0.361893	-0.438319	-0.442577	0.355035	0.35981	0.430033	-0.44751	-0.479688	-0.410732	0.384716	0.465529	-0.381976	0.405474
0.45847	0.418882	0.48307	-0.345357	-0.409813	0.470755	0.386424	0.4062	0.364402	0.408848	0.395322	-0.367543	0.454294	-0.365542	0.501547	-0.445821	-0.497051	-0.502116	-0.435822	-0.398752	-0.45918	-0.415734	0.517804	0.428548	0.437413	-0.413819	-0.347686	-0.371456	0.393257	0.450435	-0.375975	0.468646
0.426174	0.400641	0.432684	-0.438148	-0.430319	0.400072	0.425819	0.456437	0.459908	0.453033	0.458561	-0.403479	0.440327	-0.480596	0.494547	-0.503455	-0.394191	-0.471921	-0.479465	-0.487807	-0.500195	-0.418651	0.433804	0.45577	0.450699	-0.428891	-0.487421	-0.450511	0.454174	0.374433	-0.390832	0.441341
0.43268	0.359801	0.4521	-0.400379	-0.473365	0.432242	0.320118	0.390065	0.417062	0.459953	0.407706	-0.424266	0.435894	-0.495398	0.389436	-0.441602	-0.375821	-0.32154	-0.369722	-0.412533	-0.393809	-0.419478	0.411552	0.355414	0.464311	-0.440792	-0.403096	-0.38517	0.442031	0.402207	-0.468081	0.447119
0.440502	0.433357	0.492146	-0.389379	-0.437266	0.440081	0.513726	0.427563	0.465572	0.393551	0.472075	-0.343573	0.508092	-0.451507	0.481077	-0.486244	-0.471585	-0.479127	-0.430729	-0.439181	-0.498243	-0.430898	0.470536	0.399947	0.510206	-0.417742	-0.421115	-0.410969	0.446541	0.362354	-0.494546	0.452389
0.343591	0.426802	0.265657	-0.459557	-0.380118	0.406466	0.473075	0.36164	0.324007	0.49084	0.322566	-0.49028	0.430351	-0.290085	0.36567	-0.321348	-0.318709	-0.449082	-0.323099	-0.450714	-0.221593	-0.292539	0.168925	0.510277	0.434679	-0.405592	-0.347748	-0.448155	0.421134	0.434898	-0.496884	0.442917
